GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars)
1400000US42003521401,42003521401,"Census Tract 5214.01, Allegheny County, Pennsylvania",55950
1400000US42003521402,42003521402,"Census Tract 5214.02, Allegheny County, Pennsylvania",96897
1400000US42003521500,42003521500,"Census Tract 5215, Allegheny County, Pennsylvania",61473
1400000US42003522000,42003522000,"Census Tract 5220, Allegheny County, Pennsylvania",30902
1400000US42003523100,42003523100,"Census Tract 5231, Allegheny County, Pennsylvania",45383
1400000US42003523200,42003523200,"Census Tract 5232, Allegheny County, Pennsylvania",41282
1400000US42003523300,42003523300,"Census Tract 5233, Allegheny County, Pennsylvania",51250
1400000US42003523400,42003523400,"Census Tract 5234, Allegheny County, Pennsylvania",50337
1400000US42003523501,42003523501,"Census Tract 5235.01, Allegheny County, Pennsylvania",50679
1400000US42003523502,42003523502,"Census Tract 5235.02, Allegheny County, Pennsylvania",33056
1400000US42003523600,42003523600,"Census Tract 5236, Allegheny County, Pennsylvania",66996
1400000US42003523701,42003523701,"Census Tract 5237.01, Allegheny County, Pennsylvania",53867
1400000US42003523702,42003523702,"Census Tract 5237.02, Allegheny County, Pennsylvania",44347
1400000US42003523800,42003523800,"Census Tract 5238, Allegheny County, Pennsylvania",51728
1400000US42003524000,42003524000,"Census Tract 5240, Allegheny County, Pennsylvania",37857
1400000US42003525100,42003525100,"Census Tract 5251, Allegheny County, Pennsylvania",79926
1400000US42003525200,42003525200,"Census Tract 5252, Allegheny County, Pennsylvania",50288
1400000US42003525300,42003525300,"Census Tract 5253, Allegheny County, Pennsylvania",62460
1400000US42003526101,42003526101,"Census Tract 5261.01, Allegheny County, Pennsylvania",90256
1400000US42003526102,42003526102,"Census Tract 5261.02, Allegheny County, Pennsylvania",61818
1400000US42003526201,42003526201,"Census Tract 5262.01, Allegheny County, Pennsylvania",71296
1400000US42003526202,42003526202,"Census Tract 5262.02, Allegheny County, Pennsylvania",67557
1400000US42003526301,42003526301,"Census Tract 5263.01, Allegheny County, Pennsylvania",68787
1400000US42003526302,42003526302,"Census Tract 5263.02, Allegheny County, Pennsylvania",64647
1400000US42003550900,42003550900,"Census Tract 5509, Allegheny County, Pennsylvania",20222
1400000US42003551200,42003551200,"Census Tract 5512, Allegheny County, Pennsylvania",21441
1400000US42003551300,42003551300,"Census Tract 5513, Allegheny County, Pennsylvania",50700
1400000US42003551900,42003551900,"Census Tract 5519, Allegheny County, Pennsylvania",13353
1400000US42003552000,42003552000,"Census Tract 5520, Allegheny County, Pennsylvania",36144
1400000US42003552100,42003552100,"Census Tract 5521, Allegheny County, Pennsylvania",15137
1400000US42003552200,42003552200,"Census Tract 5522, Allegheny County, Pennsylvania",24688
1400000US42003552300,42003552300,"Census Tract 5523, Allegheny County, Pennsylvania",22659
1400000US42003552400,42003552400,"Census Tract 5524, Allegheny County, Pennsylvania",38750
1400000US42003560400,42003560400,"Census Tract 5604, Allegheny County, Pennsylvania",29971
1400000US42003560500,42003560500,"Census Tract 5605, Allegheny County, Pennsylvania",53059
1400000US42003560600,42003560600,"Census Tract 5606, Allegheny County, Pennsylvania",25750
1400000US42003561000,42003561000,"Census Tract 5610, Allegheny County, Pennsylvania",31585
1400000US42003561100,42003561100,"Census Tract 5611, Allegheny County, Pennsylvania",20262
1400000US42003561200,42003561200,"Census Tract 5612, Allegheny County, Pennsylvania",32054
1400000US42003561400,42003561400,"Census Tract 5614, Allegheny County, Pennsylvania",34147
1400000US42003561500,42003561500,"Census Tract 5615, Allegheny County, Pennsylvania",29091
1400000US42003561600,42003561600,"Census Tract 5616, Allegheny County, Pennsylvania",37586
1400000US42003561700,42003561700,"Census Tract 5617, Allegheny County, Pennsylvania",37000
1400000US42003561900,42003561900,"Census Tract 5619, Allegheny County, Pennsylvania",27308
1400000US42003562000,42003562000,"Census Tract 5620, Allegheny County, Pennsylvania",19483
1400000US42003562300,42003562300,"Census Tract 5623, Allegheny County, Pennsylvania",14263
1400000US42003562400,42003562400,"Census Tract 5624, Allegheny County, Pennsylvania",38750
1400000US42003562500,42003562500,"Census Tract 5625, Allegheny County, Pennsylvania",29375
1400000US42003562600,42003562600,"Census Tract 5626, Allegheny County, Pennsylvania",32869
1400000US42003562700,42003562700,"Census Tract 5627, Allegheny County, Pennsylvania",37386
1400000US42003562800,42003562800,"Census Tract 5628, Allegheny County, Pennsylvania",42946
1400000US42003562900,42003562900,"Census Tract 5629, Allegheny County, Pennsylvania",36750
1400000US42003563000,42003563000,"Census Tract 5630, Allegheny County, Pennsylvania",61318
1400000US42003563100,42003563100,"Census Tract 5631, Allegheny County, Pennsylvania",53184
1400000US42003563200,42003563200,"Census Tract 5632, Allegheny County, Pennsylvania",30394
1400000US42003563300,42003563300,"Census Tract 5633, Allegheny County, Pennsylvania",153750
1400000US42003563800,42003563800,"Census Tract 5638, Allegheny County, Pennsylvania",74345
1400000US42003563900,42003563900,"Census Tract 5639, Allegheny County, Pennsylvania",51555
1400000US42003564000,42003564000,"Census Tract 5640, Allegheny County, Pennsylvania",64505
1400000US42003564100,42003564100,"Census Tract 5641, Allegheny County, Pennsylvania",131875
1400000US42003564200,42003564200,"Census Tract 5642, Allegheny County, Pennsylvania",57857
1400000US42003564400,42003564400,"Census Tract 5644, Allegheny County, Pennsylvania",44298
1400000US42003564500,42003564500,"Census Tract 5645, Allegheny County, Pennsylvania",64456
1400000US42003980000,42003980000,"Census Tract 9800, Allegheny County, Pennsylvania",101917
1400000US42003980100,42003980100,"Census Tract 9801, Allegheny County, Pennsylvania",-
1400000US42003980300,42003980300,"Census Tract 9803, Allegheny County, Pennsylvania",-
1400000US42003980400,42003980400,"Census Tract 9804, Allegheny County, Pennsylvania",-
1400000US42003980500,42003980500,"Census Tract 9805, Allegheny County, Pennsylvania",-
1400000US42003980600,42003980600,"Census Tract 9806, Allegheny County, Pennsylvania",-
1400000US42003980700,42003980700,"Census Tract 9807, Allegheny County, Pennsylvania",-
1400000US42003980800,42003980800,"Census Tract 9808, Allegheny County, Pennsylvania",-
1400000US42003980900,42003980900,"Census Tract 9809, Allegheny County, Pennsylvania",-
1400000US42003981000,42003981000,"Census Tract 9810, Allegheny County, Pennsylvania",-
1400000US42003981100,42003981100,"Census Tract 9811, Allegheny County, Pennsylvania",-
1400000US42003981200,42003981200,"Census Tract 9812, Allegheny County, Pennsylvania",-
1400000US42003981800,42003981800,"Census Tract 9818, Allegheny County, Pennsylvania",18750
1400000US42003982200,42003982200,"Census Tract 9822, Allegheny County, Pennsylvania",16250
